id,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,gdp2017,gdp2018,gdp2019,gdp2020,county,regionid,city,province,RegionCode
"133",168843.890000000013970,187877.269999999989523,209284.440000000002328,229668.410000000003492,278479.250000000000000,319247.309999999997672,368792.469999999972060,452345.940000000002328,542186.500000000000000,618877.630000000004657,748308.000000000000000,893306.810000000055879,1035198.099999999976717,1133722.600000000093132,1242902.500000000000000,1330698.300000000046566,1418362.100000000093132,1514280.000000000000000,1629387.500000000000000,1738058.899999999906868,1806039.300000000046566, ,"130682", , ,"130682"
"134",158154.809999999997672,171367.579999999987194,181235.839999999996508,206302.079999999987194,263380.909999999974389,297182.969999999972060,331373.500000000000000,413684.719999999972060,505273.630000000004657,589609.189999999944121,675927.750000000000000,806614.560000000055879,897508.130000000004657,964751.560000000055879,1056500.899999999906868,1103383.399999999906868,1213721.800000000046566,1354194.300000000046566,1522301.600000000093132,1650020.899999999906868,1737810.300000000046566, ,"130683", , ,"130683"
"135",172788.230000000010477,185884.559999999997672,207184.390000000013970,234690.309999999997672,284837.530000000027940,327331.780000000027940,384726.750000000000000,459882.719999999972060,551840.310000000055879,627093.060000000055879,777861.939999999944121,944751.750000000000000,1036258.900000000023283,1120788.000000000000000,1196819.500000000000000,1273473.300000000046566,1350205.600000000093132,1470345.399999999906868,1583088.100000000093132,1687039.399999999906868,1803968.399999999906868,高碑店市,"130684", , ,"130684"
"136",187925.470000000001164,198630.500000000000000,217803.890000000013970,244256.079999999987194,288924.090000000025611,346205.030000000027940,408448.159999999974389,495854.340000000025611,609760.630000000004657,691480.000000000000000,817700.250000000000000,1006736.599999999976717,1161143.899999999906868,1220146.600000000093132,1300353.800000000046566,1383715.300000000046566,1457370.600000000093132,1546247.899999999906868,1668628.800000000046566,1779182.399999999906868,1834070.899999999906868, ,"130702",张家口市, ,"130702"
"137",188065.309999999997672,201398.410000000003492,214511.420000000012806,242412.359999999986030,281561.500000000000000,343277.690000000002328,401529.440000000002328,483133.340000000025611,584176.750000000000000,668567.939999999944121,823431.689999999944121,972048.380000000004657,1148028.899999999906868,1182552.500000000000000,1262918.500000000000000,1338722.500000000000000,1408338.000000000000000,1496327.000000000000000,1615864.399999999906868,1716056.300000000046566,1760177.399999999906868, ,"130703",张家口市, ,"130703"
"138",192654.450000000011642,206389.660000000003492,225688.920000000012806,251542.109999999986030,298307.130000000004657,348713.440000000002328,408482.809999999997672,499059.000000000000000,601854.310000000055879,688096.750000000000000,825837.380000000004657,975038.000000000000000,1154691.600000000093132,1211820.300000000046566,1284485.000000000000000,1351542.899999999906868,1427865.100000000093132,1524194.500000000000000,1639244.100000000093132,1728478.300000000046566,1778317.300000000046566, ,"130705",张家口市, ,"130705"
"139",159090.450000000011642,160154.829999999987194,180095.920000000012806,197709.170000000012806,263717.969999999972060,312284.659999999974389,354684.530000000027940,432751.780000000027940,472712.280000000027940,554250.689999999944121,674510.439999999944121,818382.130000000004657,973471.500000000000000,1020433.599999999976717,1080776.600000000093132,1136332.399999999906868,1213744.899999999906868,1315362.000000000000000,1427858.300000000046566,1539012.600000000093132,1585933.600000000093132,下花园区,"130706",张家口市, ,"130706"
"140",156886.640000000013970,167965.390000000013970,187393.769999999989523,211137.000000000000000,250734.500000000000000,295755.719999999972060,328412.409999999974389,433855.500000000000000,525263.189999999944121,620919.000000000000000,772436.689999999944121,868305.810000000055879,1053587.000000000000000,1104266.500000000000000,1172951.500000000000000,1229573.300000000046566,1280468.399999999906868,1380566.300000000046566,1492170.100000000093132,1588484.100000000093132,1628983.500000000000000, ,"130708",张家口市, ,"130708"
"141",144497.250000000000000,156384.720000000001164,163355.029999999998836,190075.230000000010477,232560.559999999997672,270318.880000000004657,309498.590000000025611,402484.809999999997672,466659.530000000027940,548247.630000000004657,672339.689999999944121,837473.939999999944121,955229.310000000055879,995296.310000000055879,1041249.800000000046566,1126797.100000000093132,1195014.100000000093132,1290724.100000000093132,1377930.300000000046566,1520237.100000000093132,1602172.300000000046566, ,"130709",张家口市, ,"130709"
"142",157692.450000000011642,170194.109999999986030,184591.630000000004657,212488.170000000012806,258905.670000000012806,308370.190000000002328,353564.659999999974389,430593.780000000027940,538250.939999999944121,650980.060000000055879,753699.630000000004657,971382.130000000004657,1098337.800000000046566,1076245.899999999906868,1142218.000000000000000,1239241.800000000046566,1331753.399999999906868,1425607.800000000046566,1522413.399999999906868,1609916.300000000046566,1656728.500000000000000, ,"130722",张家口市, ,"130722"
"143",150246.640000000013970,158303.000000000000000,165610.359999999986030,196170.029999999998836,235837.940000000002328,278943.340000000025611,302848.190000000002328,371649.840000000025611,450772.380000000004657,554255.939999999944121,630598.380000000004657,850491.130000000004657,919288.880000000004657,906614.880000000004657,986015.060000000055879,1044900.500000000000000,1102016.300000000046566,1199963.600000000093132,1280187.600000000093132,1369071.600000000093132,1470290.600000000093132, ,"130723",张家口市, ,"130723"
"144",152145.609999999986030,165486.109999999986030,176863.190000000002328,206453.049999999988358,244902.660000000003492,274065.380000000004657,310203.940000000002328,390118.780000000027940,473971.280000000027940,582125.750000000000000,678790.060000000055879,810112.189999999944121,892081.689999999944121,947698.939999999944121,1034343.500000000000000,1129132.500000000000000,1237530.399999999906868,1304893.100000000093132,1397742.100000000093132,1473940.899999999906868,1529084.899999999906868, ,"130724",张家口市, ,"130724"
"145",141740.410000000003492,154496.029999999998836,162484.630000000004657,182021.529999999998836,221769.940000000002328,248718.500000000000000,299390.130000000004657,373667.059999999997672,433974.690000000002328,540767.439999999944121,631778.810000000055879,844124.439999999944121,944177.130000000004657,989329.630000000004657,1047894.300000000046566,1109653.600000000093132,1170858.100000000093132,1274169.399999999906868,1389638.399999999906868,1490843.100000000093132,1523970.600000000093132, ,"130725",张家口市, ,"130725"
"146",173854.380000000004657,195261.609999999986030,203407.019999999989523,228592.660000000003492,277672.030000000027940,329122.250000000000000,384367.000000000000000,463032.380000000004657,541003.689999999944121,633902.000000000000000,753036.439999999944121,881043.939999999944121,1055196.899999999906868,1082143.100000000093132,1146765.000000000000000,1186983.899999999906868,1264569.600000000093132,1349498.899999999906868,1443824.500000000000000,1548504.300000000046566,1604366.399999999906868,蔚县,"130726",张家口市, ,"130726"
"147",153660.970000000001164,164811.549999999988358,180231.839999999996508,200961.730000000010477,236123.980000000010477,279116.309999999997672,329276.409999999974389,407674.500000000000000,500628.719999999972060,569613.439999999944121,671363.880000000004657,848087.189999999944121,961633.939999999944121,1027553.599999999976717,1093947.300000000046566,1150747.399999999906868,1224856.600000000093132,1297824.000000000000000,1403749.399999999906868,1474553.899999999906868,1525186.100000000093132, ,"130727",张家口市, ,"130727"
"148",151001.640000000013970,161772.000000000000000,181859.130000000004657,201131.420000000012806,237762.910000000003492,279001.630000000004657,318944.190000000002328,421306.380000000004657,512646.940000000002328,621859.439999999944121,742025.880000000004657,905726.500000000000000,1034765.800000000046566,1091669.000000000000000,1155199.399999999906868,1203765.500000000000000,1263472.600000000093132,1354041.899999999906868,1454912.600000000093132,1546556.100000000093132,1591688.399999999906868,怀安县,"130728",张家口市, ,"130728"
"149",171539.769999999989523,189845.160000000003492,212000.160000000003492,236165.190000000002328,288034.380000000004657,334532.250000000000000,383520.440000000002328,453922.809999999997672,540390.630000000004657,638697.130000000004657,772151.689999999944121,924507.689999999944121,1072848.800000000046566,1137014.300000000046566,1199832.000000000000000,1276206.399999999906868,1359764.100000000093132,1471307.600000000093132,1581713.399999999906868,1692011.800000000046566,1744916.399999999906868,怀来县,"130730",张家口市, ,"130730"
"150",152229.660000000003492,167719.359999999986030,189013.779999999998836,204239.750000000000000,247102.059999999997672,298206.719999999972060,340315.030000000027940,419553.030000000027940,520251.380000000004657,582191.250000000000000,715854.130000000004657,874360.189999999944121,1015456.400000000023283,1081269.399999999906868,1149539.600000000093132,1211546.399999999906868,1278032.100000000093132,1386645.300000000046566,1492342.399999999906868,1585694.600000000093132,1635002.100000000093132, ,"130731",张家口市, ,"130731"
"151",152681.670000000012806,169480.309999999997672,177274.220000000001164,197219.730000000010477,242503.920000000012806,287327.630000000004657,337693.090000000025611,423920.059999999997672,526805.310000000055879,615721.000000000000000,715428.939999999944121,871656.060000000055879,1030225.500000000000000,1063429.300000000046566,1100731.600000000093132,1096384.899999999906868,1110665.899999999906868,1236150.399999999906868,1332971.899999999906868,1409551.399999999906868,1480928.000000000000000, ,"130732",张家口市, ,"130732"
"152",178311.220000000001164,190212.690000000002328,206924.730000000010477,236522.220000000001164,279230.809999999997672,334975.690000000002328,389887.059999999997672,485358.380000000004657,574863.880000000004657,664370.500000000000000,800628.250000000000000,989766.560000000055879,1144709.800000000046566,1172024.500000000000000,1258393.300000000046566,1336571.800000000046566,1391952.899999999906868,1477002.800000000046566,1593669.000000000000000,1705165.300000000046566,1762505.600000000093132, ,"130802", , ,"130802"
"153",161078.779999999998836,177855.049999999988358,196093.910000000003492,220685.079999999987194,269762.630000000004657,310070.840000000025611,358542.530000000027940,439436.280000000027940,529146.130000000004657,620672.130000000004657,741283.250000000000000,925704.939999999944121,1062864.500000000000000,1156996.600000000093132,1231394.500000000000000,1298324.100000000093132,1348760.399999999906868,1441062.300000000046566,1555809.300000000046566,1644743.600000000093132,1692169.899999999906868, ,"130803", , ,"130803"
"154",154055.670000000012806,165424.420000000012806,181999.329999999987194,198463.880000000004657,240396.089999999996508,285490.780000000027940,313315.940000000002328,383992.530000000027940,449281.409999999974389,542673.810000000055879,640412.810000000055879,808570.060000000055879,958947.880000000004657,995318.130000000004657,1063898.899999999906868,1135553.500000000000000,1179943.399999999906868,1258642.899999999906868,1338550.100000000093132,1423802.100000000093132,1462318.500000000000000,鹰手营子矿区,"130804", , ,"130804"
"155",161198.799999999988358,176753.079999999987194,189640.140000000013970,221446.799999999988358,258736.339999999996508,295162.309999999997672,331912.440000000002328,405821.880000000004657,490429.530000000027940,580245.689999999944121,703459.189999999944121,859801.939999999944121,1002027.900000000023283,1084330.100000000093132,1153710.899999999906868,1224891.800000000046566,1290868.300000000046566,1366812.100000000093132,1465033.500000000000000,1565843.300000000046566,1621763.399999999906868, ,"130821", , ,"130821"
"156",152478.980000000010477,167302.250000000000000,187976.200000000011642,211259.660000000003492,251647.440000000002328,300581.969999999972060,346185.559999999997672,419713.090000000025611,515120.380000000004657,597423.000000000000000,714136.500000000000000,834627.500000000000000,984095.810000000055879,1040766.300000000046566,1097131.800000000046566,1171639.000000000000000,1227123.800000000046566,1328877.300000000046566,1444032.399999999906868,1535116.399999999906868,1595591.300000000046566, ,"130822", , ,"130822"
"157",151512.000000000000000,157756.380000000004657,171391.279999999998836,197569.700000000011642,241822.410000000003492,287619.059999999997672,340435.130000000004657,420702.530000000027940,533498.750000000000000,612659.939999999944121,740951.060000000055879,869484.130000000004657,1004582.599999999976717,1096884.899999999906868,1176308.800000000046566,1203275.399999999906868,1262666.899999999906868,1358306.000000000000000,1457794.500000000000000,1567262.600000000093132,1636454.399999999906868, ,"130824", , ,"130824"
"158",152835.220000000001164,163578.730000000010477,169729.559999999997672,190414.329999999987194,242837.420000000012806,302061.909999999974389,334923.280000000027940,412645.690000000002328,519332.840000000025611,614328.560000000055879,718688.130000000004657,864054.130000000004657,1007836.599999999976717,1083989.899999999906868,1160224.100000000093132,1205280.600000000093132,1255323.500000000000000,1331088.000000000000000,1432559.899999999906868,1538169.000000000000000,1614553.500000000000000, ,"130825", , ,"130825"
"159",161459.269999999989523,176856.950000000011642,185029.609999999986030,207346.079999999987194,247304.109999999986030,290814.659999999974389,335534.250000000000000,405018.809999999997672,500269.809999999997672,581574.689999999944121,695676.880000000004657,888678.380000000004657,947697.189999999944121,1003757.099999999976717,1102783.800000000046566,1114657.800000000046566,1200857.800000000046566,1337211.800000000046566,1517114.600000000093132,1644902.100000000093132,1681050.500000000000000, ,"130826", , ,"130826"
"160",150328.329999999987194,160961.609999999986030,170353.910000000003492,200529.250000000000000,241240.799999999988358,283030.090000000025611,345008.280000000027940,428031.590000000025611,498320.409999999974389,610228.939999999944121,731841.880000000004657,894183.880000000004657,1026241.300000000046566,1133928.100000000093132,1226823.000000000000000,1299292.800000000046566,1354160.600000000093132,1452305.000000000000000,1547065.000000000000000,1652655.500000000000000,1682835.800000000046566, ,"130827", , ,"130827"
"161",162811.920000000012806,173239.670000000012806,184352.549999999988358,210545.839999999996508,244576.829999999987194,289201.690000000002328,338663.190000000002328,411790.250000000000000,504921.030000000027940,609985.750000000000000,666455.750000000000000,829977.750000000000000,955777.880000000004657,998466.939999999944121,1074126.399999999906868,1146336.399999999906868,1233480.800000000046566,1321697.000000000000000,1427225.300000000046566,1525718.600000000093132,1562449.800000000046566,围场满族蒙古族自治县,"130828", , ,"130828"
"162",156084.799999999988358,167133.220000000001164,178277.200000000011642,208273.779999999998836,237410.339999999996508,282946.969999999972060,334046.719999999972060,412838.940000000002328,506497.130000000004657,581937.560000000055879,684508.750000000000000,902236.689999999944121,1011285.300000000046566,1091443.100000000093132,1158618.600000000093132,1268924.800000000046566,1333990.500000000000000,1424649.600000000093132,1527081.100000000093132,1612433.100000000093132,1679169.500000000000000, ,"130881", , ,"130881"
"163",181205.940000000002328,199620.450000000011642,212892.019999999989523,245514.410000000003492,288819.690000000002328,342025.809999999997672,401658.130000000004657,478844.940000000002328,570552.880000000004657,652389.630000000004657,786893.060000000055879,984268.500000000000000,1080503.500000000000000,1155976.399999999906868,1238684.000000000000000,1321673.100000000093132,1386062.100000000093132,1475965.000000000000000,1581310.800000000046566,1666268.899999999906868,1719157.000000000000000, ,"130902", , ,"130902"
"164",191320.980000000010477,206252.700000000011642,222899.230000000010477,251409.000000000000000,291679.880000000004657,345485.380000000004657,414498.219999999972060,489704.659999999974389,588408.250000000000000,665859.810000000055879,804639.250000000000000,969663.310000000055879,1121052.000000000000000,1194414.800000000046566,1280816.500000000000000,1362968.399999999906868,1428499.800000000046566,1522108.600000000093132,1635984.800000000046566,1726791.100000000093132,1777413.600000000093132, ,"130903", , ,"130903"
"165",172770.109999999986030,185218.519999999989523,199012.000000000000000,220307.000000000000000,270520.559999999997672,313235.840000000025611,361563.159999999974389,447287.030000000027940,531345.880000000004657,621683.310000000055879,730044.130000000004657,896951.939999999944121,1020885.300000000046566,1172694.300000000046566,1263287.100000000093132,1342358.399999999906868,1410054.100000000093132,1538503.500000000000000,1663472.899999999906868,1766903.100000000093132,1841279.100000000093132,沧县,"130921", , ,"130921"
"166",167475.140000000013970,182326.970000000001164,197676.380000000004657,228330.769999999989523,276794.780000000027940,325196.340000000025611,365306.750000000000000,456555.940000000002328,546572.880000000004657,621219.250000000000000,728695.380000000004657,913399.689999999944121,1006375.699999999953434,1109253.800000000046566,1179136.899999999906868,1242139.399999999906868,1313845.000000000000000,1429339.300000000046566,1524095.600000000093132,1622976.399999999906868,1682144.300000000046566,青县,"130922", , ,"130922"
"167",156504.230000000010477,174272.859999999986030,187237.450000000011642,216529.359999999986030,255770.769999999989523,307442.840000000025611,363675.440000000002328,422140.130000000004657,503993.500000000000000,578605.060000000055879,690757.630000000004657,873156.130000000004657,960176.880000000004657,1033672.900000000023283,1103625.399999999906868,1172390.100000000093132,1248674.100000000093132,1342994.800000000046566,1448708.399999999906868,1560161.100000000093132,1618628.300000000046566, ,"130923", , ,"130923"
"168",151958.410000000003492,163044.690000000002328,174102.579999999987194,193814.329999999987194,243619.829999999987194,275724.590000000025611,322114.380000000004657,372838.409999999974389,456000.250000000000000,559925.189999999944121,636704.750000000000000,773252.630000000004657,896462.750000000000000,1042693.599999999976717,1109263.300000000046566,1152839.899999999906868,1246212.800000000046566,1360438.600000000093132,1460051.300000000046566,1489731.600000000093132,1550806.800000000046566, ,"130924", , ,"130924"
"169",156154.170000000012806,171988.089999999996508,188246.730000000010477,223701.000000000000000,270539.659999999974389,308728.880000000004657,371363.219999999972060,441677.340000000025611,544080.750000000000000,619630.000000000000000,738970.189999999944121,912744.000000000000000,981275.880000000004657,1070433.800000000046566,1154158.800000000046566,1206153.399999999906868,1272527.600000000093132,1373241.800000000046566,1470379.000000000000000,1575883.500000000000000,1632224.399999999906868, ,"130925", , ,"130925"
"170",153836.630000000004657,163672.359999999986030,188686.359999999986030,208868.309999999997672,255183.579999999987194,301465.030000000027940,351078.630000000004657,438847.880000000004657,528757.689999999944121,610988.310000000055879,697221.750000000000000,838540.060000000055879,999219.439999999944121,1102131.899999999906868,1175663.899999999906868,1275969.100000000093132,1314434.100000000093132,1418552.899999999906868,1539508.899999999906868,1662017.100000000093132,1728102.500000000000000, ,"130926", , ,"130926"
"171",152634.940000000002328,164343.519999999989523,185437.500000000000000,206033.890000000013970,249536.519999999989523,286649.159999999974389,323855.340000000025611,405054.750000000000000,493530.880000000004657,611409.689999999944121,662375.130000000004657,825013.189999999944121,961626.560000000055879,1023785.800000000046566,1117638.100000000093132,1192020.600000000093132,1255193.000000000000000,1373002.000000000000000,1488703.399999999906868,1586579.500000000000000,1663714.000000000000000, ,"130927", , ,"130927"
"172",148673.630000000004657,165229.220000000001164,180084.079999999987194,195027.859999999986030,240030.480000000010477,285764.250000000000000,338930.409999999974389,400392.969999999972060,461419.000000000000000,530029.000000000000000,634618.810000000055879,784953.310000000055879,876663.880000000004657,967740.880000000004657,1041516.900000000023283,1102238.000000000000000,1162665.399999999906868,1271317.000000000000000,1376872.899999999906868,1473839.600000000093132,1538832.100000000093132, ,"130928", , ,"130928"
"173",154467.000000000000000,162136.500000000000000,179222.109999999986030,205509.549999999988358,245278.500000000000000,290714.000000000000000,340354.940000000002328,416911.780000000027940,488113.309999999997672,584636.000000000000000,694618.810000000055879,884762.250000000000000,948731.689999999944121,1078894.100000000093132,1158163.500000000000000,1206832.300000000046566,1263040.100000000093132,1357253.300000000046566,1459591.899999999906868,1572259.800000000046566,1627977.300000000046566,献县,"130929", , ,"130929"
"174",163572.970000000001164,169308.109999999986030,188347.660000000003492,209148.970000000001164,255405.390000000013970,303769.780000000027940,361295.000000000000000,434793.690000000002328,509492.059999999997672,586914.130000000004657,707090.560000000055879,878614.880000000004657,971976.060000000055879,1077383.600000000093132,1141682.100000000093132,1193974.100000000093132,1249759.500000000000000,1357301.300000000046566,1440340.899999999906868,1530357.000000000000000,1588135.800000000046566, ,"130930", , ,"130930"
"175",166674.000000000000000,189461.529999999998836,204056.549999999988358,229626.579999999987194,270790.280000000027940,308721.809999999997672,361696.280000000027940,439375.500000000000000,530238.810000000055879,610599.189999999944121,686854.310000000055879,886436.189999999944121,990859.310000000055879,1080351.000000000000000,1160147.800000000046566,1235872.100000000093132,1314432.899999999906868,1413192.300000000046566,1547103.399999999906868,1643929.800000000046566,1696083.000000000000000, ,"130981", , ,"130981"
"176",191020.529999999998836,206874.019999999989523,225133.019999999989523,251355.549999999988358,301103.000000000000000,356538.940000000002328,425040.590000000025611,508778.309999999997672,609058.000000000000000,681609.310000000055879,805037.630000000004657,976592.130000000004657,1113485.899999999906868,1221530.899999999906868,1301743.500000000000000,1389130.899999999906868,1469783.100000000093132,1586493.300000000046566,1716129.899999999906868,1830590.000000000000000,1882391.000000000000000, ,"130982", , ,"130982"
"177",178867.299999999988358,196987.589999999996508,211970.029999999998836,235745.059999999997672,287346.559999999997672,341804.719999999972060,395857.340000000025611,484130.059999999997672,596267.560000000055879,675663.500000000000000,795719.310000000055879,996898.880000000004657,1127649.600000000093132,1259508.600000000093132,1349092.300000000046566,1432602.100000000093132,1535593.800000000046566,1646306.600000000093132,1776288.399999999906868,1854520.899999999906868,1910647.300000000046566, ,"130983", , ,"130983"
"178",178802.309999999997672,188659.019999999989523,205696.200000000011642,229454.519999999989523,270606.469999999972060,321114.809999999997672,377049.159999999974389,454773.380000000004657,539100.689999999944121,625220.439999999944121,748014.750000000000000,921353.189999999944121,1066960.399999999906868,1160660.100000000093132,1234665.899999999906868,1294574.100000000093132,1369530.000000000000000,1500777.300000000046566,1611343.300000000046566,1725497.300000000046566,1781539.100000000093132, ,"130984", , ,"130984"
"179",184303.670000000012806,199897.250000000000000,216466.809999999997672,234148.410000000003492,280451.500000000000000,326306.030000000027940,407889.159999999974389,486565.190000000002328,584599.750000000000000,654775.000000000000000,796195.250000000000000,970976.439999999944121,1089056.899999999906868,1170941.899999999906868,1261817.000000000000000,1337295.899999999906868,1423377.100000000093132,1529082.000000000000000,1642677.600000000093132,1766593.100000000093132,1835831.300000000046566, ,"131002", , ,"131002"
"180",201243.079999999987194,218680.130000000004657,232480.059999999997672,260213.910000000003492,302705.250000000000000,365766.530000000027940,438406.130000000004657,527286.810000000055879,636076.000000000000000,707091.939999999944121,852600.130000000004657,1045808.699999999953434,1190741.300000000046566,1250573.800000000046566,1337981.000000000000000,1415839.000000000000000,1509392.300000000046566,1607828.000000000000000,1746036.600000000093132,1867302.300000000046566,1965641.500000000000000, ,"131003", , ,"131003"
"181",174539.140000000013970,175692.130000000004657,190809.519999999989523,210882.839999999996508,260616.480000000010477,309514.530000000027940,377999.280000000027940,467285.219999999972060,568965.750000000000000,647042.939999999944121,763870.130000000004657,931885.810000000055879,1054921.100000000093132,1154357.000000000000000,1253548.300000000046566,1326975.000000000000000,1385538.800000000046566,1495264.300000000046566,1613179.100000000093132,1728493.100000000093132,1794151.100000000093132, ,"131022", , ,"131022"
"182",156368.769999999989523,172219.519999999989523,186489.170000000012806,209821.420000000012806,260487.769999999989523,310244.750000000000000,358455.690000000002328,441067.840000000025611,518986.250000000000000,596889.380000000004657,687168.810000000055879,857925.439999999944121,1006141.599999999976717,1113054.800000000046566,1191768.300000000046566,1243430.100000000093132,1329807.800000000046566,1461592.100000000093132,1570773.000000000000000,1695872.800000000046566,1772205.500000000000000, ,"131023", , ,"131023"
"183",166033.230000000010477,185978.910000000003492,199539.750000000000000,228091.140000000013970,269132.280000000027940,317132.559999999997672,380377.280000000027940,455663.340000000025611,565019.500000000000000,648303.000000000000000,785718.000000000000000,964725.810000000055879,1065687.100000000093132,1154970.300000000046566,1245129.399999999906868,1349461.600000000093132,1441173.500000000000000,1518156.600000000093132,1629423.300000000046566,1750187.800000000046566,1809851.399999999906868, ,"131024", , ,"131024"
"184",157623.440000000002328,173516.470000000001164,190260.750000000000000,224328.029999999998836,263413.809999999997672,317101.719999999972060,360207.159999999974389,435760.469999999972060,522905.090000000025611,605981.500000000000000,723942.250000000000000,880065.630000000004657,991651.500000000000000,1111659.899999999906868,1192583.399999999906868,1253138.300000000046566,1326508.100000000093132,1416810.100000000093132,1507816.899999999906868,1607227.100000000093132,1669251.100000000093132, ,"131025", , ,"131025"
"185",179060.160000000003492,188969.269999999989523,209388.660000000003492,237116.880000000004657,286085.469999999972060,332471.590000000025611,385126.159999999974389,468708.530000000027940,556983.750000000000000,647218.250000000000000,764097.439999999944121,920789.250000000000000,1059417.800000000046566,1170675.100000000093132,1255903.100000000093132,1324486.899999999906868,1395752.000000000000000,1500914.800000000046566,1606601.899999999906868,1717998.300000000046566,1789745.500000000000000, ,"131026", , ,"131026"
"186",160389.140000000013970,179823.049999999988358,200078.829999999987194,215048.079999999987194,255884.940000000002328,301701.440000000002328,366027.219999999972060,435674.469999999972060,537448.750000000000000,607245.560000000055879,750462.000000000000000,905763.630000000004657,1058322.000000000000000,1116194.899999999906868,1207026.800000000046566,1313504.300000000046566,1394554.500000000000000,1485355.100000000093132,1590978.100000000093132,1688558.899999999906868,1740932.100000000093132, ,"131028", , ,"131028"
"187",189300.079999999987194,204068.809999999997672,220751.809999999997672,247539.829999999987194,299820.440000000002328,358560.309999999997672,424655.280000000027940,515626.130000000004657,616062.250000000000000,695766.439999999944121,841767.439999999944121,1011389.400000000023283,1156163.800000000046566,1249354.399999999906868,1341907.899999999906868,1428987.600000000093132,1512289.899999999906868,1612506.899999999906868,1728483.300000000046566,1834510.000000000000000,1894482.600000000093132, ,"131081", , ,"131081"
"188",185956.910000000003492,209178.890000000013970,229491.059999999997672,259594.230000000010477,306857.880000000004657,362847.090000000025611,433932.909999999974389,528817.750000000000000,639654.750000000000000,716748.310000000055879,848261.880000000004657,1023352.400000000023283,1192534.500000000000000,1251093.899999999906868,1339026.399999999906868,1420945.399999999906868,1495117.399999999906868,1597142.600000000093132,1710301.899999999906868,1820186.800000000046566,1883172.100000000093132, ,"131082", , ,"131082"
"189",181319.519999999989523,201758.859999999986030,218009.000000000000000,250450.109999999986030,294234.840000000025611,355401.000000000000000,420954.969999999972060,505927.000000000000000,594933.310000000055879,680001.689999999944121,797539.630000000004657,984407.439999999944121,1127095.899999999906868,1214044.800000000046566,1304425.300000000046566,1378374.500000000000000,1454798.899999999906868,1546764.100000000093132,1664075.899999999906868,1769144.000000000000000,1827279.500000000000000, ,"131102", , ,"131102"
"190",162980.470000000001164,170195.730000000010477,194264.559999999997672,223312.000000000000000,256487.920000000012806,301364.719999999972060,337097.809999999997672,424360.969999999972060,519617.190000000002328,599591.439999999944121,694816.250000000000000,860411.380000000004657,928798.189999999944121,1025948.800000000046566,1123393.600000000093132,1166271.300000000046566,1234640.000000000000000,1324130.800000000046566,1417892.800000000046566,1510190.000000000000000,1571547.600000000093132,冀州区,"131103", , ,"131103"
"191",147827.160000000003492,161383.380000000004657,185965.059999999997672,199861.609999999986030,251655.589999999996508,283997.500000000000000,341425.809999999997672,412030.250000000000000,503979.059999999997672,592190.689999999944121,651337.750000000000000,814371.750000000000000,938207.250000000000000,1011083.800000000046566,1100544.899999999906868,1151888.100000000093132,1230030.600000000093132,1322313.500000000000000,1411329.500000000000000,1544261.399999999906868,1566327.300000000046566, ,"131121", , ,"131121"
"192",139068.640000000013970,150302.809999999997672,169816.670000000012806,189948.380000000004657,230262.299999999988358,263641.030000000027940,336337.719999999972060,370032.559999999997672,472751.500000000000000,582421.130000000004657,658136.880000000004657,791090.189999999944121,929981.439999999944121,1029947.500000000000000,1118542.399999999906868,1176743.000000000000000,1249680.899999999906868,1346937.600000000093132,1468375.100000000093132,1561316.300000000046566,1612440.800000000046566, ,"131122", , ,"131122"
"193",154610.549999999988358,164518.829999999987194,181075.690000000002328,188593.890000000013970,230749.440000000002328,261998.549999999988358,322122.380000000004657,387511.690000000002328,454856.659999999974389,520672.780000000027940,592979.630000000004657,767888.060000000055879,860839.810000000055879,982497.880000000004657,1043991.099999999976717,1085258.100000000093132,1177204.300000000046566,1286331.100000000093132,1374647.600000000093132,1456502.100000000093132,1502098.899999999906868, ,"131123", , ,"131123"
"194",145282.940000000002328,153386.730000000010477,172091.130000000004657,190199.980000000010477,229111.880000000004657,271926.630000000004657,317704.090000000025611,370459.440000000002328,447291.719999999972060,522796.409999999974389,615241.439999999944121,734973.189999999944121,868299.189999999944121,947166.750000000000000,1041662.900000000023283,1095720.100000000093132,1175893.800000000046566,1324445.300000000046566,1429759.100000000093132,1542123.000000000000000,1615027.899999999906868, ,"131124", , ,"131124"
"195",160239.609999999986030,172479.390000000013970,195527.700000000011642,213289.309999999997672,250250.029999999998836,293819.000000000000000,352418.059999999997672,441770.840000000025611,536345.810000000055879,600793.439999999944121,713785.810000000055879,888139.560000000055879,1035443.900000000023283,1070089.800000000046566,1178471.399999999906868,1198521.399999999906868,1282181.600000000093132,1370162.300000000046566,1458898.899999999906868,1569834.000000000000000,1613369.899999999906868, ,"131125", , ,"131125"
"196",156691.200000000011642,162548.480000000010477,187121.779999999998836,202873.690000000002328,250820.589999999996508,299276.530000000027940,356651.840000000025611,431958.469999999972060,519314.500000000000000,601156.810000000055879,708520.250000000000000,883885.130000000004657,971173.689999999944121,1036542.599999999976717,1112844.600000000093132,1166111.000000000000000,1222951.800000000046566,1339381.500000000000000,1440798.399999999906868,1548245.800000000046566,1619289.000000000000000, ,"131126", , ,"131126"
