year,city_x,id,province_x,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,egdp2s,hdmsp2s,hviirs2s,panda2s,vl2s,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,vl2m,e2s,e2m,viirs2s,viirs2m
1992,黄山市,341000,安徽省,340000,,,,143.98579,23.5086,147.0,,,,,,,,,,,,1849.3035,2785.085,4150.1885,,678330.06,,0.28696647,0.1651756,5.8696179,,52.137619,,875200326.6009073,93044.85362760864,,
1992,六安市,341500,安徽省,340000,,,,626.651,71.924797,,,,,,,,,,,,,4645.3745,5275.9067,9689.8545,,899419.63,,0.34080237,0.25540876,6.3420324,,42.555908,,1584434403.1028955,108051.34422515924,,
1992,马鞍山市,340500,安徽省,340000,,,,109.9657,43.8568,653.0,,,,,,,,,,,,12256.445,6016.4907,22502.354,,1578300.4,,1.4820861,2.5705526,8.0977297,,284.8609,,1941909251.1847427,561416.6158016095,,
1992,宿州市,341300,安徽省,340000,,,,28.2665,17.2265,,,,,,,,,,,,,6917.5376,5364.3711,14373.835,,1376843.8,,0.53911638,0.5772683,6.3814864,,98.883224,,1588997919.9342062,185623.4548346237,,
1992,铜陵市,340700,安徽省,340000,,,,63.546799,29.508801,571.0,,,,,,,,,,,,5174.2925,2652.7493,9848.8311,,962054.75,,0.88692451,1.484557,8.5032787,,237.52713,,854846285.5755666,321616.3940939264,,
1992,芜湖市,340200,安徽省,340000,,,,206.11571,62.751301,621.0,,,,,,,,,,,,7992.3047,7166.3047,15576.619,,2156360.8,,1.1888555,1.1345576,7.7986927,,263.4231,,2116343294.82042,412268.0538961614,,
1992,宣城市,341800,安徽省,340000,,,,288.4151,38.442001,,,,,,,,,,,,,5272.562,4139.1504,11106.568,,802340.81,,0.33492959,0.36688659,5.5865188,,48.045265,,1242439904.0310662,109085.6984225418,,
1992,福州市,350100,福建省,350000,,,,544.71997,128.98,455.0,33309.0,150.0,26.4,41.900002,31.6,3029.0,,,,,,20897.152,14466.034,39326.965,,-25083888.0,,1.304984,1.5271332,9.08008,,-1577.5217,,4563239691.657375,461933.4718676409,,
1992,龙岩市,350800,福建省,350000,,,,271.70001,38.650002,159.0,1169.0,46.82,28.200001,37.900002,33.799999,1712.0,,,,,,6358.9722,5932.6973,13504.914,,1632620.3,,0.31036106,0.30075693,6.595118,,66.450394,,1878439040.3039827,104464.55597020472,,
1992,南平市,350700,福建省,350000,,,,288.64999,68.139999,174.0,2352.0,61.529999,32.599998,38.299999,29.1,2107.0,,,,,,5980.9121,5584.6587,12320.568,,1063395.1,,0.21170914,0.20139866,7.4147949,,30.815342,,1889260825.639572,73930.12362848369,,
1992,宁德市,350900,福建省,350000,,,,297.89001,38.970001,223.0,1496.0,36.700001,42.299999,22.799999,34.900002,1251.0,,,,,,3476.0544,3938.8545,6874.2432,,-23843528.0,,0.31103691,0.22814849,6.7933884,,-1346.7091,,1173091962.712002,98161.47291260932,,
1992,莆田市,350300,福建省,350000,,,,276.03,20.780001,730.0,10393.0,43.110001,35.099998,38.299999,26.6,1641.0,,,,,,7094.5947,5862.1211,13646.42,,-6698796.5,,1.589007,1.5707098,7.4620328,,-1276.3778,,1781288759.8199146,533561.8041687065,,
1992,泉州市,350500,福建省,350000,,,,598.67999,67.110001,551.0,29681.0,127.12,19.4,49.599998,31.0,2244.0,,,,,,24373.145,23046.045,45412.168,,-1845464.6,,2.1256123,1.9282545,8.6209335,,-125.63951,,6833075828.720463,700790.8018691079,,
1992,三明市,350400,福建省,350000,,,,250.5,54.91,109.0,1209.0,75.75,35.5,46.099998,18.4,2993.0,,,,,,6991.0835,6062.0923,14904.922,,1434854.1,,0.26286462,0.2717596,7.7916417,,47.998226,,2044582143.14758,92470.92266214476,,
1992,厦门市,350200,福建省,350000,,,,115.35,45.669998,761.0,56355.0,78.910004,8.3000002,42.400002,49.400002,6501.0,,,,,,13652.559,8604.3633,23746.129,,-6034268.5,,6.2052102,6.9991446,14.410671,,-2661.9839,,2744687398.113985,2093370.1617791103,,
1992,漳州市,350600,福建省,350000,,,,423.32999,62.57,336.0,10596.0,77.18,35.599998,32.400002,32.0,1838.0,,,,,,14408.417,10805.561,28996.871,,-37384868.0,,0.89378828,0.96204203,6.9052224,,-2148.0815,,3252480300.8093257,301785.7831318698,,
1992,白银市,620400,甘肃省,620000,,,,39.2379,15.465,71.0,,21.4347,,,,1444.0,1230.0,,,,,8849.8066,4791.9189,16876.051,,1169425.3,,0.23797195,0.35274383,9.2852001,,40.112247,,1713957971.6790824,89017.22886792898,,
1992,定西市,621100,甘肃省,620000,,,,263.86349,18.552799,,,13.5576,,,,517.0,,,,,,2328.6462,3800.9768,4981.9766,,420678.19,,0.1932855,0.096853286,6.5978904,,15.05689,,1294980289.0898476,67569.24891314849,,
1992,嘉峪关市,620200,甘肃省,620000,,,,300.40921,36.589901,84.0,,5.4324002,,,,5063.0,1273.0,,,,,2081.0991,1781.1782,4225.0,,431079.31,,1.4532182,1.3038795,16.18774,,232.42168,,546341702.2599646,474405.13941399945,,
1992,金昌市,620300,甘肃省,620000,,,,149.8233,28.085699,41.0,,18.1299,,,,4661.0,3296.0,,,,,2827.2913,2444.9712,5828.0,,608503.0,,0.32018906,0.29003143,14.829516,,53.716606,,850753949.363833,113434.3937240894,,
1992,酒泉市,620900,甘肃省,620000,,,,223.81531,20.559099,89.0,,21.9077,,,,2608.0,,,,,,5106.8057,19164.877,10998.745,,-117931.05,,0.11416266,0.023210902,10.785322,,-0.4612639,,7388440756.615361,44150.65530350664,,
1992,兰州市,620100,甘肃省,620000,,,,258.38239,132.19591,187.0,,84.761101,,,,3302.0,13996.0,,,,,20199.209,11122.746,37905.738,,3778697.5,,0.84103721,1.230054,11.458564,,198.01527,,3757213476.4788566,317342.41478416213,,
1992,陇南市,621200,甘肃省,620000,,,,172.1805,19.9489,,,15.0042,,,,615.0,,,,,,1426.5172,3955.6299,3200.9883,,436742.5,,0.14149684,0.042502388,5.2112389,,11.198017,,1407298856.978301,50957.058042723176,,
1992,平凉市,620800,甘肃省,620000,,,,116.666,14.9879,205.0,,13.8607,,,,708.0,,,,,,2855.1821,2929.4954,5943.7764,,830922.38,,0.26282781,0.20904359,6.4109459,,52.35128,,908192151.1570388,87545.4280838529,,
1992,庆阳市,621000,甘肃省,620000,,,,84.989304,25.7617,,,21.294001,,,,958.0,,,,,,3112.249,5981.2192,6271.0708,,744587.25,,0.22021839,0.092507444,6.8727756,,19.045715,,1833344791.8872645,70222.89010543168,,
1992,天水市,620500,甘肃省,620000,,,,10.9326,8.6162996,210.0,,26.6954,,,,895.0,2280.0,,,,,4800.5547,3862.4236,9898.8623,,852311.44,,0.26990578,0.27596444,7.1430473,,42.164879,,1334930128.8859527,97326.545073739,,
1992,武威市,620600,甘肃省,620000,,,,245.09599,17.5289,176.0,,13.4426,,,,786.0,,,,,,3656.8965,4653.2056,7651.6392,,486695.94,,0.14338821,0.088577077,6.7086182,,10.144851,,1684585374.0572686,52974.905460234346,,
1992,张掖市,620700,甘肃省,620000,,,,196.83569,20.516701,103.0,,15.9399,,,,1374.0,,,,,,2438.7205,5240.623,5442.2041,,479646.34,,0.13605377,0.049230512,7.7282076,,8.3325253,,1937661820.338151,50710.42955914474,,
1992,潮州市,445100,广东省,440000,,,,223.28,50.490002,725.0,3880.0,13.7901,,,,,152900.0,,,,,8106.7002,5721.8418,14933.996,,-4245173.5,,1.8832003,2.266706,8.7060776,,-1021.4768,,1850126176.616376,701314.7919941485,,
1992,东莞市,441900,广东省,440000,,,,136.06,32.709999,552.0,33219.0,84.540802,,,,,118600.0,,,,,49255.648,34563.574,85064.016,,10266785.0,,14.226127,18.350376,27.27837,,3292.2708,,12375266093.275549,5093573.424624023,,
1992,佛山市,440600,广东省,440000,,,,291.14999,105.74,763.0,29236.0,62.776402,,,,,445000.0,,,,,53238.422,36130.695,91619.875,,9975981.0,,9.4697876,12.84322,21.922518,,2071.1245,,12964102111.969135,3547734.097021127,,
1992,广州市,440100,广东省,440000,,,,612.20001,355.84,824.0,72880.0,393.521,,,,,1881400.0,,,,,69637.461,45448.652,119514.8,,4849736.5,,6.3326144,8.6034689,17.152184,,515.60352,,15978846986.875664,2450128.8812160622,,
1992,河源市,441600,广东省,440000,,,,283.29001,44.77,179.0,1601.0,9.0528002,,,,,71900.0,,,,,5246.4253,4951.7031,10333.902,,1088777.3,,0.31494427,0.30472085,7.4776888,,54.419872,,1592154928.1535366,107324.02979465447,,
1992,惠州市,441300,广东省,440000,,,,239.33,65.360001,214.0,22091.0,22.437799,,,,,423800.0,,,,,31452.633,20367.35,58691.977,,-2321291.3,,1.8263508,2.5061138,9.9738197,,-159.16179,,6749024114.401857,677389.626763868,,
1992,江门市,440700,广东省,440000,,,,360.48001,102.17,383.0,18076.0,29.5777,,,,,302600.0,,,,,26638.578,14875.79,50357.023,,-12307777.0,,1.627287,2.5304129,9.1594992,,-1006.0847,,4980277497.365894,629410.6904290216,,
1992,揭阳市,445200,广东省,440000,,,,456.48999,64.129997,871.0,13757.0,11.2191,,,,,108400.0,,,,,11256.344,8494.0264,21863.275,,1531406.9,,1.6266545,1.9417269,7.3287129,,227.31963,,2614452827.841507,572378.6479305957,,
1992,茂名市,440900,广东省,440000,,,,542.87,73.769997,474.0,4029.0,27.545799,,,,,346300.0,,,,,12169.005,6095.5972,23794.471,,-2044922.8,,0.54042155,0.98104185,7.2192822,,-141.86916,,2025452302.9553075,196063.8961049189,,
1992,梅州市,441400,广东省,440000,,,,443.09,68.32,280.0,4353.0,8.6519003,,,,,192600.0,,,,,10092.891,5552.6909,21292.385,,1964612.0,,0.34855589,0.57785153,6.2767715,,96.795761,,1787770801.522453,123592.69810827622,,
1992,清远市,441800,广东省,440000,,,,347.76001,57.889999,183.0,5700.0,12.9703,,,,,433600.0,,,,,10210.986,9395.8789,20281.855,,2343133.8,,0.49158987,0.48684585,7.114502,,96.137444,,2866346217.4461665,164955.15820060356,,
1992,汕头市,440500,广东省,440000,,,,381.94,103.0,1850.0,30664.0,44.8158,,,,,409500.0,,,,,17595.227,11106.259,32029.572,,-3744953.3,,5.5006466,6.8521423,13.14039,,-1255.219,,3704075728.2215376,1961586.7126389716,,
1992,汕尾市,441500,广东省,440000,,,,234.97,51.669998,446.0,4845.0,7.5421,,,,,145900.0,,,,,9391.2324,3805.4272,18275.996,,-17857968.0,,0.82435519,1.6133952,7.3660569,,-2640.0586,,1179005083.2534847,293190.4627616108,,
1992,韶关市,440200,广东省,440000,,,,287.26999,91.830002,154.0,5545.0,31.884701,,,,,162100.0,,,,,13328.633,6183.1958,26157.709,,2257147.3,,0.33447134,0.6543557,8.617115,,95.361885,,2158517310.935286,125674.47776924308,,
1992,深圳市,440300,广东省,440000,,,,80.220001,57.389999,397.0,71539.0,284.96301,,,,,1491800.0,,,,,55306.25,28924.658,91848.484,,-1414184.1,,16.315228,23.79237,35.222267,,-523.4389,,10689253513.320463,6161175.848359136,,
1992,阳江市,441700,广东省,440000,,,,231.99001,47.919998,297.0,3550.0,13.0489,,,,,1084300.0,,,,,6526.894,4782.5117,13035.333,,-10728282.0,,0.62675983,0.74586958,7.1669965,,-1055.026,,1504415888.217226,218515.8854677395,,
1992,云浮市,445300,广东省,440000,,,,,,,,20.9685,,,,,,,,,,5883.6831,3489.9822,11623.321,,1304041.1,,0.44614363,0.69327074,7.4583092,,132.23271,,1110328762.1447456,158576.10763007178,,
1992,湛江市,440800,广东省,440000,,,,567.81,112.86,455.0,6642.0,46.9585,,,,,112400.0,,,,,18437.926,8657.0957,36433.598,,-48959000.0,,0.72855806,1.2679536,7.0752172,,-2897.2747,,2863318803.168669,285974.58031181846,,
1992,肇庆市,441200,广东省,440000,,,,568.75,96.790001,255.0,16471.0,22.163,,,,,266200.0,,,,,13344.079,8970.293,26295.109,,2858901.5,,0.59948635,0.81756961,7.6500492,,150.73219,,2877568458.097228,215536.6759608631,,
1992,中山市,442000,广东省,440000,,,,119.25,30.99,709.0,20088.0,71.379204,,,,,188800.0,,,,,25595.254,18439.514,44522.297,,1176657.3,,10.654621,12.957564,19.395651,,512.59961,,6470373563.755879,3738642.6662567207,,
1992,珠海市,440400,广东省,440000,,,,54.970001,27.17,434.0,32704.0,81.476196,,,,,527300.0,,,,,19328.0,8358.6064,33189.219,,-18568608.0,,6.8259311,9.1178589,16.33041,,-7537.5928,,2880541158.6278496,2430040.2795149493,,
1992,安顺市,520400,贵州省,520000,,,,354.0,47.610001,400.0,,36.390499,,,,1033.0,,,,,,3028.7476,2778.5132,6450.6548,,540170.75,,0.29914856,0.29308048,6.2600546,,44.982185,,859101438.6595972,95580.19872426325,,
1992,毕节市,520500,贵州省,520000,,,,608.31,36.23,,,35.540501,,,,553.0,,,,,,1948.1238,4174.8311,4199.9214,,755381.88,,0.15491088,0.064367674,6.5263467,,21.477982,,1464535252.3816328,54789.66450548459,,
1992,贵阳市,520100,贵州省,520000,,,,158.60001,106.45,659.0,,62.171902,,,,3913.0,,,,,,12429.564,8024.3096,25029.223,,2536407.8,,0.99344027,1.373041,8.3692875,,241.11787,,2599022537.3680253,349048.2078501903,,
1992,六盘水市,520200,贵州省,520000,,,,250.3,38.82,252.0,,24.524799,,,,984.0,,,,,,9652.1699,3792.979,19034.23,,1550182.9,,0.38125607,0.87100375,8.2382765,,120.37458,,1268914999.5843997,137785.17405287104,,
1992,铜仁市,520600,贵州省,520000,,,,332.31,26.459999,,,20.621,,,,622.0,,,,,,890.99182,3190.2119,2006.8235,,257324.02,,0.17643543,0.043518942,5.2723002,,10.816205,,1038372971.8253714,58009.42176283409,,
1992,遵义市,520300,贵州省,520000,,,,627.57001,68.629997,1278.0,,73.3218,,,,1173.0,,,,,,5526.4277,6282.4946,12138.973,,1033069.1,,0.20345952,0.15776862,6.5914378,,25.378815,,2026506782.179324,67096.33036120325,,
1992,儋州市,460400,海南省,460000,,,,,,,,,,,,,,,,,,1765.6072,1420.0543,3946.8235,,-12242099.0,,0.4474729,0.46412146,6.1846852,,-2769.0964,,380000916.5968749,157211.6555891985,,
1992,海口市,460100,海南省,460000,,,,40.580002,31.610001,1861.0,,37.902302,,,,9178.0,549343.0,,,,,9071.9668,4336.6123,16767.74,,-9877035.0,,1.965924,3.4086645,12.656097,,-3193.3269,,1451608525.3750918,783411.0916250406,,
1992,三沙市,460300,海南省,460000,,,,,,,,,,,,,,,,,,8.1989231,0.0,19.133333,,-16304521.0,,0.0,0.001257939,5.173913,,-6359.7471,,0.0,0.0,,
1992,三亚市,460200,海南省,460000,,,,38.02,11.92,201.0,,7.9910002,,,,2129.0,78277.0,,,,,3477.9226,2918.855,6416.3335,,-21883586.0,,1.6428936,1.3291901,8.9697113,,-7197.6567,,773329312.7167586,514711.8427217579,,
1992,保定市,130600,河北省,130000,,,,171.14999,55.259998,943.0,,46.779999,,,,2852.0,,,,,,44037.801,18205.164,83210.055,,10402366.0,,0.81908572,1.5392625,6.9645624,,312.89096,,5728717634.006648,318691.8735007984,,
1992,沧州市,130900,河北省,130000,,,,135.07001,31.15,501.0,,24.23,,,,1806.0,,,,,,53141.387,15129.16,98475.82,,-2567202.0,,1.0765667,2.9084301,6.3300056,,-120.91167,,4837799370.858816,444104.990504746,,
1992,承德市,130800,河北省,130000,,,,84.830002,28.559999,190.0,,20.0,,,,2360.0,,,,,,7698.1499,9036.123,15782.082,,1712379.8,,0.22883672,0.146346,9.0847197,,28.014338,,2932046729.6412764,77873.96567922884,,
1992,邯郸市,130400,河北省,130000,,,,215.09,91.550003,771.0,,69.959999,,,,3269.0,,,,,,57147.73,20722.668,101022.82,,10454180.0,,1.7164395,3.802413,8.816947,,598.59692,,7161117220.159396,775657.9155653823,,
1992,衡水市,131100,河北省,130000,,,,34.619999,,587.0,,58.299999,,,,1495.0,,,,,,23745.113,6495.1938,46112.883,,4102782.8,,0.73401779,2.1212938,5.5678282,,315.41827,,2017960131.52451,335082.2849644327,,
1992,廊坊市,131000,河北省,130000,,,,347.57999,40.400002,541.0,,81.860001,,,,2373.0,,,,,,34654.887,15938.832,64479.793,,8240040.5,,2.482666,4.1792331,7.4619026,,855.16388,,5028743749.570467,875438.225201817,,
1992,秦皇岛市,130300,河北省,130000,,,,252.21001,52.389999,335.0,,68.919998,,,,2746.0,,,,,,20375.873,8494.8887,37503.902,,-541326.31,,1.1037972,1.9812719,10.0651,,-45.29612,,2836481776.3255444,456520.7819097893,,
1992,石家庄市,130100,河北省,130000,,,,290.01001,121.55,891.0,,113.79,,,,3947.0,,,,,,54091.93,20507.77,98823.602,,10033877.0,,1.4553281,3.019501,8.0136137,,481.99213,,6931464791.259186,546271.1031751271,,
1992,唐山市,130200,河北省,130000,,,,667.89001,152.16,496.0,,189.19,,,,2844.0,,,,,,55658.52,26183.203,107683.13,,-9374156.0,,1.9411916,3.0273681,8.705905,,-438.77625,,8255119740.801203,897234.8139679823,,
1992,邢台市,130500,河北省,130000,,,,86.919998,33.810001,412.0,,23.969999,,,,2793.0,,,,,,33577.633,11881.073,63128.164,,7595698.0,,0.95403618,2.1472569,6.2801619,,417.99786,,3738118951.749448,406736.1497160372,,
1992,张家口市,130700,河北省,130000,,,,103.56,59.310001,349.0,,39.869999,,,,3894.0,,,,,,17243.682,13341.972,35167.289,,4856868.0,,0.36256447,0.3543534,9.3119888,,85.890221,,4315515886.072879,126862.04357385632,,
1992,安阳市,410500,河南省,410000,,,,492.0,70.0,659.0,251.0,79.019997,23.4,52.599998,24.0,1614.0,,,,,,24495.25,9587.6768,44827.141,,4110938.8,,1.3029935,2.6972535,7.5068059,,389.51953,,3078071562.0563183,589891.7916727312,,
1992,鹤壁市,410600,河南省,410000,,,,126.0,29.0,571.0,232.0,19.92,32.0,49.0,19.0,1589.0,,,,,,7431.79,2781.8374,14196.302,,1326429.6,,1.2965975,2.8122857,7.4003916,,431.94864,,830786023.1875918,537811.5820610592,,
1992,焦作市,410800,河南省,410000,,,,360.0,81.0,593.0,,86.040001,24.1,49.900002,26.0,2406.0,,,,,,24741.125,7260.5815,44395.527,,3853211.5,,1.7862587,4.9790401,8.4931688,,667.27625,,2549489194.0634627,670684.2654328861,,
1992,开封市,410200,河南省,410000,,,,436.0,73.0,667.0,48.0,54.0,34.900002,37.900002,27.200001,1247.0,,,,,,10629.009,5708.8789,19824.689,,2089197.0,,0.91189981,1.3974816,8.0442371,,236.37518,,1674869070.9080768,428530.1889257834,,
1992,洛阳市,410300,河南省,410000,,,,584.0,114.0,380.0,311.0,104.29,10.5,62.400002,27.1,1793.0,,,,,,24696.742,12258.875,46113.797,,4588652.5,,0.80465853,1.3392386,7.1063275,,214.13644,,3974664570.279604,290903.4058687294,,
1992,漯河市,411100,河南省,410000,,,,226.0,29.0,859.0,129.0,30.290001,42.5,36.299999,21.200001,1358.0,,,,,,5985.7471,3243.0574,11015.286,,1485651.9,,1.2017293,1.8462126,7.1970062,,394.32806,,992401579.9579352,491399.5275363914,,
1992,南阳市,411300,河南省,410000,,,,1004.0,97.0,2317.0,731.0,115.52,36.900002,36.700001,26.4,1154.0,,,,,,17702.496,11039.492,35244.875,,3664375.0,,0.41494301,0.5577336,7.082962,,99.351158,,3477255637.1892614,151652.7075883054,,
1992,平顶山市,410400,河南省,410000,,,,526.0,81.0,594.0,277.0,87.010002,24.799999,52.700001,22.5,1663.0,,,,,,22725.924,8626.5273,42866.445,,3276916.8,,1.0887675,2.3836079,7.5310717,,295.77585,,2901460065.562439,437950.79230590205,,
1992,濮阳市,410900,河南省,410000,,,,320.0,42.0,751.0,280.0,55.869999,29.799999,50.900002,19.299999,1759.0,,,,,,19431.232,5819.3999,34586.633,,3160315.0,,1.3656665,3.6977899,8.9100904,,517.58765,,1955332186.185724,687464.438233308,,
1992,三门峡市,411200,河南省,410000,,,,203.0,40.0,189.0,47.0,36.0,22.5,48.299999,29.200001,1787.0,,,,,,11563.89,4550.8267,22144.584,,2436225.8,,0.4573147,0.95926589,6.5644245,,173.90813,,1531455194.020635,169630.54873727052,,
1992,商丘市,411400,河南省,410000,,,,737.0,58.0,3043.0,3233.0,66.040001,55.900002,22.9,21.200001,902.0,,,,,,8142.0913,7096.2251,16317.898,,2053689.5,,0.66129315,0.62690455,6.8925109,,136.06969,,2027851581.416659,240548.54388085296,,
1992,新乡市,410700,河南省,410000,,,,502.0,87.0,610.0,363.0,81.910004,29.4,46.599998,24.0,1642.0,,,,,,27387.313,11047.927,49469.77,,4911925.0,,1.3330526,2.6980269,7.4667239,,416.42841,,3552878749.2305145,595186.5778823083,,
1992,信阳市,411500,河南省,410000,,,,720.0,80.0,1234.0,82.0,54.610001,48.299999,24.200001,27.5,763.0,,,,,,7410.2671,6189.3887,15288.941,,1776062.5,,0.32633001,0.33103028,7.5410256,,68.276413,,2009845841.1510649,113217.6445065562,,
1992,许昌市,411000,河南省,410000,,,,341.0,42.0,834.0,210.0,57.110001,31.700001,43.900002,24.4,1685.0,,,,,,12734.172,5977.8457,24570.945,,2694080.5,,1.1959782,2.110137,6.2272744,,384.18488,,1814370979.227955,469422.4046403309,,
1992,郑州市,410100,河南省,410000,,,,572.0,153.0,747.0,2081.0,146.75,10.4,60.099998,29.5,2591.0,,,,,,41934.512,22770.355,74351.695,,6937268.5,,3.0227897,4.5807314,8.6490364,,652.13135,,7161308561.764683,1114376.0977418106,,
1992,周口市,411600,河南省,410000,,,,956.0,73.0,1884.0,421.0,82.5,47.400002,30.5,22.1,867.0,,,,,,9283.9355,6195.9478,19660.801,,2146244.3,,0.51635194,0.64349192,6.5830474,,128.02023,,1795013073.386037,193193.17265151645,,
1992,驻马店市,411700,河南省,410000,,,,761.0,56.0,1284.0,1995.0,61.57,44.700001,26.9,28.4,812.0,,,,,,7127.0039,6298.9053,14598.858,,1754852.3,,0.41643637,0.39550528,6.5538921,,83.800407,,1885596192.0046103,140909.74545393084,,
1992,大庆市,230600,黑龙江省,230000,,,,96.927299,68.881897,190.0,,197.57001,1.9,91.900002,6.0999999,,,,,,,43564.734,22901.15,81665.352,,9798952.0,,1.0806907,1.4189701,14.836747,,274.6557,,7957535098.521639,411139.302674878,,
1992,哈尔滨市,230100,黑龙江省,230000,,,,527.97223,308.98981,287.0,,169.25999,11.9,44.299999,43.799999,,,,,,,63282.691,29216.855,120011.68,,13829163.0,,0.55064261,0.8338663,9.8073015,,156.81416,,9624260070.096325,218019.3739902877,,
1992,鹤岗市,230400,黑龙江省,230000,,,,107.8151,71.498199,74.0,,20.620001,20.799999,53.700001,25.6,,,,,,,12357.163,5358.9033,26022.318,,-2246930.0,,0.36437666,0.56610852,9.3938866,,-88.580101,,1818717066.4032772,137973.38960867937,,
1992,黑河市,231100,黑龙江省,230000,,,,159.63631,62.923199,11.0,,30.540001,44.200001,22.299999,33.5,,,,,,,12131.656,11290.447,26540.211,,-1011406.6,,0.16898778,0.11848307,8.3510561,,-8.5005331,,3798405280.032656,61364.87327922979,,
1992,鸡西市,230300,黑龙江省,230000,,,,116.2066,78.334297,215.0,,25.93,10.6,60.5,29.0,,,,,,,19364.09,6770.0396,38027.535,,74475.211,,0.30090034,0.60184628,9.0731678,,1.9919252,,2379357229.819654,113699.26069032012,,
1992,佳木斯市,230800,黑龙江省,230000,,,,235.5751,94.0653,63.0,,44.07,29.9,35.400002,34.799999,,,,,,,22199.359,10858.775,45203.133,,-1705567.9,,0.333709,0.46320409,9.065134,,-30.824514,,3485741060.3989573,117741.83627508678,,
1992,牡丹江市,231000,黑龙江省,230000,,,,325.59851,160.34489,58.0,,76.559998,23.6,46.700001,29.700001,,,,,,,19812.111,10656.726,40566.883,,2343614.8,,0.2744602,0.36331186,9.4245405,,36.984077,,3632734493.58107,100328.5009440094,,
1992,七台河市,230900,黑龙江省,230000,,,,81.573898,33.717999,131.0,,14.5,17.200001,61.200001,21.6,,,,,,,8077.0649,3828.3652,15089.494,,1705922.9,,0.69876432,1.0262339,11.025875,,186.51976,,1272508338.996534,255511.6904816815,,
1992,齐齐哈尔市,230200,黑龙江省,230000,,,,592.37799,195.218,114.0,,99.410004,38.400002,32.5,29.1,,,,,,,26029.002,13507.993,54025.684,,5470011.0,,0.31992561,0.41486877,9.6338692,,75.027084,,4597733588.627584,121656.60145335954,,
1992,双鸭山市,230500,黑龙江省,230000,,,,133.1786,68.740303,85.0,,23.93,23.1,49.700001,27.200001,,,,,,,15235.798,7369.7725,32770.488,,1744177.6,,0.32201409,0.45639476,7.3559613,,44.960846,,2427333955.331744,114865.81089236382,,
1992,绥化市,231200,黑龙江省,230000,,,,602.45648,134.6124,285.0,,79.330002,57.5,19.1,23.4,,,,,,,22009.217,10716.609,46237.289,,4591010.5,,0.30732477,0.43128875,8.50459,,77.419182,,3299442187.632622,121581.66377937653,,
